,features,difficulty,comment,quality
2480,"He really wants to be a good professor. has heart for it, he tries, and listens students' feedback. Unfortunately, is not very good. I feel bad him. At least tries you know...",2,😎awesome,2.0
2481,Has a functional command of the English language and exhibits personality. For Purdue grad school this is plus.,2,😎awesome,2.0
2482,He's got ur interests...at heart. Likes students to interact with him. But lacks a bit of clarity. He tries make up by helping lot.,1,😖awful,1.0
2483,Should not be allowed to teach a class....EVER!!,1,😖awful,2.0
2484,No Comments,2,😐average,2.0
2485,"A bit eccentric, but knows the material well.",1,😐average,2.0
2486,I learned as much about password and internet security did transistors,2,😎awesome,2.0
2487,I learned as much about his childhood did transistors,2,😎awesome,2.0
2488,Tough class but Prof Riefenberger made it better. Its physics so the is going to be hard. He was very helpful and tried make as fun possible. Hard meet him after usually communicates quickly via email. Ask alot of questions about baseball he will get real excited.,2,😎awesome,2.0
2489,Dr. Reifenberger rules! I highly recomend taking whatever class you can that he teaches. He really does a great job teaching difficult subject matter.,2,😎awesome,2.0
2490,Boom Baby!,2,😎awesome,2.0
2491,No Comments,2,😎awesome,2.0
2492,"will not help students. emailed >10 times for and got 1 useless response back 3 weeks later. he doesnt teach, just gets up in front of the class talks. i learned more from textbook which isnt saying much.",2,😎awesome,2.0
2493,No Comments,1,😎awesome,1.0
2494,He is really arrogant and not afraid of disrespecting students when they ask questions.,2,😎awesome,2.0
2495,"Horrible, horrible.",1,😎awesome,1.0
2496,he's a good guy and understands that physics is the absolute bane of our existences. The exams were really fair he was pretty at explaining things one on one. He's also nice enough to give an MCAT review session.,1,😖awful,1.0
2497,If he is the professor for current semester it best to wait till next take course. Disrespects students and truly a man unto himself. For your own good. Avoid!,2,😖awful,2.0
2498,No Comments,1,😖awful,1.0
2499,Prof. Reifenberger was possibly one of the best professors I have ever had in my life. He able to cover terse subject Electricity and Magnetism with such clarity. is fair often brings humor classroom help lighten mood.,2,😖awful,2.0
2500,No Comments,1,😖awful,1.0
2501,"Her lectures are incredibly long, usually 70-80 slides per powerpoint, extremely dry, and subsequently, horrendously boring. She makes no attempt to make students passionate about the class, so keep attendance up she gives 50 minute lecture quizzes which collects never returns, you have notes study for exams. Labs worse.",1,😖awful,1.0
2502,She was a great teacher. bit soft spoken so I suggest sitting up front. Her examples were clear and to the point. didn't really leave anything out.. even easy stuff that everyone knew.. thought it helpful incase we missed anything.,2,😖awful,2.0
2503,"One of the finest teachers!! Really wants everybody to do well, exams are similar homeworks, goes out her way make sure you understand. She's got plenty oomph as easily recognizable most well dressed person on campus. A genuine and super easy work with",2,😐average,2.0
2504,It is obvious that she takes her job seriously. She really wants us to learn the material (which sometimes difficult). And a nice person.,1,😐average,2.0
2505,boring teaching,2,😎awesome,2.0
2506,good teacher easy on the eyes,1,😎awesome,1.0
2507,Italian Goddess,2,😎awesome,2.0
2508,"Good to have in class - helpful when you need it. worst part of is the subject matter. not like it really matters, but she's one better looking professors you'll find school.",2,😎awesome,2.0
2509,No Comments,1,😖awful,1.0
2510,No Comments,1,😖awful,1.0
2511,Very clear and helpful.,2,😎awesome,2.0
2512,a very nice person and she's really helpfull...better be in her class.,2,😎awesome,2.0
2513,"AAE450 is a design class, so I expected lots of self-learning. However, felt that the class itself did not have much real structure to it and didn't learn from him already know or couldn't look up by myself. Easy A as long sufficient work put in but teach engineering ""substance"", mostly soft skills",1,😐average,2.0
2514,"Prof Longuski is a great teacher. His lectures were clear and the homework tests straight-forward. They weren't necessarily easy, but if you study pay attention in class will get good grade. Also, he has done lots of collaboration with Buzz Aldrin, so that pretty cool.",1,😐average,2.0
2515,Awesome professor. Exams are difficult for 508. His 600 level course assignments amazing. You really get to explore the class material and be creative. I learned a lot in all of his courses. would take any that could get.,2,😎awesome,2.0
2516,"This is an addendum to the comment below about being online and taking AAE 507 607. His lack of explaining concepts in any depth becomes more apparent as 607 goes on. Using notes lectures you will NOT gain intuition. You must search it out for yourself. Still a fair grader, he just needs work on what focus",1,😎awesome,2.0
2517,"I took AAE 507 and 607 with Professor Longuski, also it as an online student. You learn a lot in the classes Longuski has good notes. However, you may need to read bit on your own gain true insight, but books that are required provide this. He's very fair when comes grading. Hard get contact for students.",2,😎awesome,2.0
2518,A very ambiguous class. He spends all his time explaining equations and not concepts. Very intangible Not sure if I learned anything in any of classes.,2,😎awesome,2.0
2519,This was the most disorganized and ambiguous class I've ever taken! He is so unclear! Exams sometimes have questions from unrelated lectures.,1,😖awful,1.0
